Sample_ID,Sample_Type,Type,Raw_Yield(G),Raw_Reads_Num(M),Raw_Q30,Raw_Q20,Raw_GC,Clean_Yield(G),Clean_Reads_Num(M),Clean_Q30,Clean_Q20,Clean_GC,Effective,Insert_Size_Peak(bp),V_primer_percent,J_primer_percent,merge_rate,clone_reads_ratio
SZ20221108065DNA-1,gdna,Cancer_B,4.97,33.11,93.09,97.38,54.72,4.15,32.92,94.4,98.15,55.22,83.49,138,97.85,97.13,0.96,0.868
SZ20221108095DNA-7,gdna,Cancer_B,8.92,59.48,93.27,97.48,54.67,7.35,59.11,94.23,98.04,55.22,82.39,112,97.88,97.28,0.98,0.881
SZ20221108096DNA-2,gdna,Cancer_B,6.88,45.87,93.22,97.46,54.76,5.62,45.59,94.31,98.09,55.33,81.66,112,97.88,97.2,0.97,0.871
SZ20221108097DNA-4,gdna,Cancer_B,7.29,48.61,93.1,97.38,54.77,5.88,48.3,94.3,98.07,55.42,80.62,104,97.84,97.16,0.97,0.878
SZ20221108135DNA-4,gdna,Cancer_B,7.95,53.0,92.8,97.25,54.76,6.53,52.64,93.75,97.79,55.34,82.08,112,97.86,97.08,0.97,0.878
SZ20221108125DNA-3,gdna,Cancer_B,7.57,50.49,92.66,96.99,54.79,6.03,50.15,94.14,97.97,55.42,79.65,112,97.76,97.2,0.98,0.878
SZ20221108126DNA-9,gdna,Cancer_B,4.02,26.78,92.63,97.08,54.7,3.32,26.61,93.79,97.84,55.26,82.67,112,97.81,97.15,0.96,0.867
SZ20221108127DNA-c,gdna,Cancer_B,7.2,47.99,92.56,97.02,54.91,5.95,47.67,94.01,97.96,55.46,82.69,138,97.81,97.13,0.96,0.869
SZ20221108128DNA-f,gdna,Cancer_B,5.98,39.86,92.8,97.19,54.67,5.01,39.57,93.8,97.84,55.15,83.88,138,97.84,97.19,0.96,0.868
SZ20221108129DNA-f,gdna,Cancer_B,8.32,55.44,92.52,97.09,54.8,6.69,55.08,93.78,97.8,55.4,80.47,112,97.8,96.96,0.97,0.871
SZ20221108130DNA-2,gdna,Cancer_B,14.63,97.53,92.73,97.23,54.72,12.16,96.9,93.6,97.74,55.28,83.09,112,97.85,97.04,0.97,0.87
SZ20221108131DNA-b,gdna,Cancer_B,6.7,44.65,92.73,97.21,54.74,5.43,44.36,93.84,97.84,55.35,81.14,94,97.9,97.01,0.97,0.876
SZ20221108132DNA-9,gdna,Cancer_B,7.3,48.64,92.71,97.2,54.75,5.88,48.32,93.85,97.85,55.37,80.63,112,97.84,97.05,0.97,0.876
SZ20221108133DNA-9,gdna,Cancer_B,9.64,64.29,92.82,97.28,54.72,8.04,63.89,93.73,97.8,55.28,83.36,138,97.88,97.03,0.96,0.877
SZ20221108134DNA-2,gdna,Cancer_B,5.16,34.39,92.91,97.35,54.77,4.34,34.19,93.8,97.85,55.25,84.1,110,97.89,97.05,0.96,0.869
SZ20221108136DNA-9,gdna,Cancer_B,6.91,46.04,92.68,97.21,54.81,5.62,45.75,93.79,97.84,55.41,81.43,112,97.87,97.02,0.96,0.869
SZ20221108123DNA-2,gdna,Cancer_B,6.48,43.22,92.85,97.21,54.64,5.35,42.95,93.97,97.93,55.2,82.47,112,97.85,97.17,0.97,0.877
SZ20221108137DNA-d,gdna,Cancer_B,6.78,45.2,92.84,97.27,54.73,5.52,44.91,93.92,97.88,55.35,81.44,122,97.89,97.11,0.97,0.873
SZ20221108138DNA-8,gdna,Cancer_B,4.5,30.03,92.74,97.23,54.76,3.76,29.82,93.59,97.72,55.31,83.4,138,97.81,97.05,0.96,0.868
SZ20221108139DNA-8,gdna,Cancer_B,9.57,63.8,93.12,97.42,54.61,7.99,63.43,94.0,97.92,55.07,83.48,136,97.84,97.15,0.96,0.873
SZ20221108140DNA-a,gdna,Cancer_B,8.53,56.86,92.78,97.23,54.76,7.05,56.47,93.76,97.79,55.28,82.68,112,97.92,97.14,0.97,0.87
SZ20221108141DNA-1,gdna,Cancer_B,7.12,47.44,92.55,97.11,54.72,5.8,47.11,93.64,97.75,55.28,81.54,112,97.83,97.01,0.96,0.865
SZ20221108142DNA-5,gdna,Cancer_B,4.29,28.61,92.72,97.22,54.69,3.55,28.41,93.7,97.77,55.3,82.69,112,97.88,97.07,0.97,0.877
SZ20221108143DNA-d,gdna,Cancer_B,6.42,42.8,92.87,97.32,54.86,5.37,42.54,93.78,97.83,55.43,83.72,116,97.88,96.99,0.96,0.874
SZ20221108144DNA-e,gdna,Cancer_B,6.94,46.27,92.8,97.28,54.56,5.85,45.98,93.64,97.76,55.05,84.34,138,97.91,97.04,0.95,0.871
SZ20221108145DNA-1,gdna,Cancer_B,6.94,46.29,92.63,97.16,54.93,5.67,45.96,93.66,97.75,55.56,81.7,121,97.85,97.01,0.97,0.874
SZ20221108146DNA-4,gdna,Cancer_B,4.94,32.96,92.65,97.2,54.62,4.11,32.77,93.61,97.74,55.2,83.07,112,97.88,97.06,0.97,0.882
SZ20221108124DNA-1,gdna,Cancer_B,6.82,45.48,92.92,97.24,54.8,5.68,45.18,93.94,97.91,55.33,83.33,138,97.84,97.17,0.97,0.876
SZ20221108122DNA-4,gdna,Cancer_B,5.46,36.43,92.5,96.89,54.73,4.33,36.19,94.05,97.94,55.45,79.33,105,97.89,96.86,0.98,0.887
SZ20221108098DNA-4,gdna,Cancer_B,4.44,29.57,93.18,97.43,54.68,3.69,29.37,94.08,97.96,55.21,83.13,138,97.87,97.16,0.96,0.877
SZ20221108109DNA-4,gdna,Cancer_B,8.01,53.42,92.9,97.25,54.81,6.72,53.08,93.91,97.89,55.28,83.83,125,97.84,97.12,0.96,0.873
SZ20221108099DNA-a,gdna,Cancer_B,7.33,48.89,93.42,97.56,54.73,6.09,48.6,94.38,98.11,55.23,82.99,138,97.85,97.19,0.97,0.872
SZ20221108100DNA-9,gdna,Cancer_B,6.87,45.77,93.26,97.48,54.77,5.72,45.49,94.2,98.02,55.27,83.24,112,97.8,97.19,0.97,0.87
SZ20221108101DNA-5,gdna,Cancer_B,8.04,53.57,93.06,97.34,54.6,6.45,53.22,94.28,98.05,55.18,80.24,123,97.86,97.11,0.96,0.88
SZ20221108102DNA-8,gdna,Cancer_B,5.25,35.0,93.18,97.43,54.63,4.31,34.78,94.21,98.02,55.25,82.06,126,97.83,97.18,0.97,0.875
SZ20221108103DNA-6,gdna,Cancer_B,6.81,45.41,93.07,97.37,55.11,5.56,45.11,94.21,98.03,55.81,81.56,112,97.9,97.12,0.97,0.881
SZ20221108104DNA-2,gdna,Cancer_B,7.1,47.31,93.09,97.4,54.79,5.87,47.02,94.06,97.96,55.36,82.72,112,97.86,97.19,0.96,0.876
SZ20221108105DNA-0,gdna,Cancer_B,6.53,43.52,93.16,97.41,54.78,5.28,43.25,94.31,98.07,55.42,80.84,112,97.88,97.26,0.97,0.879
SZ20221108106DNA-e,gdna,Cancer_B,4.86,32.4,92.79,97.18,54.54,3.84,32.18,94.26,98.04,55.2,79.06,105,97.72,97.17,0.98,0.872
SZ20221108107DNA-b,gdna,Cancer_B,7.29,48.58,92.98,97.3,54.86,5.98,48.28,94.35,98.1,55.44,82.07,112,97.85,97.24,0.98,0.875
SZ20221108108DNA-8,gdna,Cancer_B,6.88,45.84,93.15,97.42,54.74,5.76,45.54,94.07,97.96,55.26,83.7,138,97.85,97.2,0.96,0.874
SZ20221108110DNA-5,gdna,Cancer_B,4.59,30.58,92.62,97.05,54.71,3.75,30.35,93.79,97.83,55.29,81.8,99,97.8,97.11,0.96,0.873
SZ20221108121DNA-c,gdna,Cancer_B,7.5,49.97,92.81,97.17,54.8,6.2,49.62,93.91,97.89,55.31,82.68,112,97.79,97.09,0.97,0.868
SZ20221108111DNA-9,gdna,Cancer_B,6.63,44.21,92.85,97.14,54.76,5.39,43.89,94.13,97.98,55.34,81.23,112,97.82,97.2,0.97,0.871
SZ20221108112DNA-4,gdna,Cancer_B,6.64,44.29,92.78,97.17,54.78,5.48,43.98,93.89,97.89,55.32,82.42,112,97.82,97.13,0.96,0.869
SZ20221108113DNA-9,gdna,Cancer_B,6.87,45.78,92.84,97.18,54.71,5.65,45.48,93.94,97.9,55.29,82.24,112,97.83,97.18,0.97,0.869
SZ20221108114DNA-9,gdna,Cancer_B,4.26,28.39,93.03,97.3,54.74,3.55,28.21,94.1,97.99,55.24,83.35,112,97.86,97.14,0.97,0.868
SZ20221108115DNA-1,gdna,Cancer_B,6.94,46.25,92.89,97.19,54.71,5.65,45.93,94.04,97.94,55.3,81.42,112,97.85,97.21,0.98,0.875
SZ20221108116DNA-a,gdna,Cancer_B,7.1,47.35,92.85,97.24,54.75,5.92,47.03,93.89,97.91,55.23,83.36,138,97.85,97.12,0.96,0.871
SZ20221108117DNA-8,gdna,Cancer_B,7.23,48.2,92.85,97.11,54.81,5.76,47.89,94.29,98.06,55.46,79.73,112,97.8,97.2,0.98,0.876
SZ20221108118DNA-2,gdna,Cancer_B,4.56,30.43,92.7,97.05,54.73,3.68,30.22,93.94,97.89,55.35,80.72,112,97.77,97.16,0.97,0.877
SZ20221108119DNA-7,gdna,Cancer_B,7.14,47.63,92.47,96.72,54.7,5.38,47.35,94.61,98.19,55.38,75.3,105,97.8,97.22,0.99,0.886
SZ20221108120DNA-7,gdna,Cancer_B,6.46,43.04,92.9,97.21,54.76,5.34,42.76,93.98,97.92,55.28,82.72,112,97.81,97.17,0.97,0.868
SZ20221108258DNA-a,gdna,Cancer_B,6.81,45.38,94.5,98.07,55.25,5.99,45.11,95.07,98.39,55.62,87.98,207,97.84,97.29,0.87,0.863
SZ20221108260DNA-d,gdna,Cancer_B,8.63,57.56,94.62,98.1,54.44,7.4,57.22,95.34,98.5,54.75,85.73,140,97.67,97.27,0.92,0.874
SZ202211081028DNA-9,gdna,Cancer_B,4.79,31.91,93.54,97.69,56.17,4.16,31.77,94.11,98.04,56.69,86.84,118,97.32,96.82,0.84,0.824
SZ20221108374DNA-e,gdna,Cancer_B,4.3,28.67,94.85,98.17,54.99,3.62,28.52,95.59,98.56,55.54,84.16,115,97.94,96.92,0.94,0.875
SZ20221108404DNA-1,gdna,Cancer_B,4.7,31.34,94.55,98.03,55.41,4.1,31.15,95.2,98.4,55.84,87.24,155,97.97,97.09,0.93,0.871
SZ20221108405DNA-e,gdna,Cancer_B,5.51,36.72,94.21,97.93,56.28,4.95,36.45,94.81,98.3,56.66,89.81,155,97.88,96.7,0.88,0.86
SZ20221108406DNA-9,gdna,Cancer_B,5.27,35.14,94.16,97.88,55.96,4.68,34.89,94.75,98.25,56.4,88.86,158,97.86,96.98,0.89,0.851
SZ20221108407DNA-1,gdna,Cancer_B,7.56,50.39,94.14,97.89,55.1,6.5,50.09,94.8,98.26,55.58,86.04,158,97.95,97.05,0.93,0.874
SZ20221108408DNA-e,gdna,Cancer_B,6.74,44.93,94.03,97.85,55.36,5.83,44.63,94.69,98.22,55.86,86.57,110,97.97,97.02,0.88,0.859
SZ20221108409DNA-6,gdna,Cancer_B,6.85,45.69,93.66,97.65,55.86,6.05,45.35,94.51,98.15,56.26,88.25,137,97.71,97.03,0.85,0.84
SZ20221108410DNA-8,gdna,Cancer_B,5.43,36.21,94.52,98.04,55.38,4.71,35.99,95.16,98.41,55.88,86.63,119,97.93,96.98,0.91,0.865
SZ20221108411DNA-a,gdna,Cancer_B,6.8,45.36,93.2,97.44,55.81,6.0,45.05,93.76,97.79,56.25,88.17,143,97.96,96.74,0.85,0.864
SZ20221108412DNA-e,gdna,Cancer_B,2.99,19.91,94.44,97.99,54.73,2.57,19.78,95.07,98.35,55.17,85.98,109,97.85,97.0,0.93,0.874
SZ20221108413DNA-d,gdna,Cancer_B,6.24,41.6,94.16,97.93,55.45,5.46,41.35,94.79,98.29,55.93,87.49,144,97.81,97.01,0.91,0.858
SZ20221108414DNA-8,gdna,Cancer_B,5.41,36.07,93.18,97.46,55.3,4.78,35.85,93.61,97.72,55.77,88.33,110,98.04,97.08,0.9,0.84
SZ20221108415DNA-f,gdna,Cancer_B,6.22,41.44,94.39,98.02,54.18,5.29,41.26,95.02,98.38,54.57,85.13,195,97.88,97.17,0.93,0.874
SZ20221108416DNA-1,gdna,Cancer_B,3.75,24.99,95.06,98.33,55.15,3.33,24.88,95.6,98.62,55.54,88.72,148,98.0,96.96,0.93,0.867
SZ20221108417DNA-3,gdna,Cancer_B,5.81,38.72,94.48,98.03,54.8,4.98,38.49,95.11,98.38,55.26,85.75,139,97.86,97.02,0.92,0.876
SZ20221108418DNA-4,gdna,Cancer_B,5.16,34.43,94.34,97.97,55.22,4.37,34.24,95.14,98.41,55.78,84.53,142,97.82,96.88,0.9,0.871
SZ20221108419DNA-2,gdna,Cancer_B,5.69,37.95,94.25,97.94,55.43,4.92,37.72,94.93,98.32,55.97,86.34,141,97.84,96.93,0.9,0.864
SZ20221108420DNA-f,gdna,Cancer_B,4.27,28.48,94.2,97.94,54.83,3.78,28.31,94.7,98.24,55.17,88.57,217,97.8,96.78,0.88,0.836
SZ20221108421DNA-e,gdna,Cancer_B,6.88,45.88,94.22,97.8,54.87,5.55,45.57,95.5,98.54,55.13,80.66,106,96.4,96.5,0.96,0.846
SZ20221108422DNA-3,gdna,Cancer_B,6.58,43.86,94.34,97.96,55.39,5.58,43.6,95.07,98.36,55.97,84.84,133,97.79,96.79,0.91,0.873
SZ20221108423DNA-7,gdna,Cancer_B,6.31,42.04,93.55,97.61,55.41,5.59,41.71,94.09,97.96,55.77,88.66,129,97.83,97.26,0.87,0.862
SZ20221108424DNA-a,gdna,Cancer_B,2.72,18.11,94.6,98.06,55.2,2.23,18.01,95.47,98.52,56.01,82.1,90,98.07,96.95,0.94,0.867
SZ20221108425DNA-3,gdna,Cancer_B,5.04,33.61,94.37,98.02,55.01,4.44,33.44,94.9,98.32,55.41,88.14,124,97.97,97.13,0.89,0.862
SZ20221108426DNA-6,gdna,Cancer_B,5.51,36.74,94.89,98.21,55.2,4.89,36.52,95.49,98.57,55.54,88.71,156,97.77,97.07,0.89,0.868
SZ20221108402DNA-9,gdna,Cancer_B,5.81,38.74,94.3,97.96,54.83,4.93,38.54,95.01,98.35,55.34,84.86,106,97.95,96.83,0.93,0.879
SZ20221108401DNA-c,gdna,Cancer_B,6.26,41.73,93.91,97.78,55.05,5.48,41.44,94.55,98.15,55.43,87.52,144,97.99,96.85,0.88,0.857
SZ20221108400DNA-c,gdna,Cancer_B,5.75,38.32,94.04,97.85,55.25,5.03,38.09,94.66,98.21,55.65,87.48,114,97.94,96.95,0.9,0.867
SZ20221108386DNA-9,gdna,Cancer_B,5.46,36.38,93.83,97.71,56.28,4.6,36.13,94.68,98.2,57.08,84.26,97,97.8,96.98,0.88,0.865
SZ20221108376DNA-3,gdna,Cancer_B,7.77,51.81,94.19,97.91,54.65,6.59,51.52,94.92,98.31,55.14,84.75,102,97.83,96.86,0.93,0.874
SZ20221108377DNA-7,gdna,Cancer_B,7.59,50.62,94.4,98.01,54.55,6.59,50.29,95.02,98.37,54.95,86.79,109,97.94,97.18,0.92,0.871
SZ20221108378DNA-5,gdna,Cancer_B,10.64,70.92,94.44,98.01,54.88,8.98,70.53,95.11,98.38,55.44,84.46,139,97.88,97.06,0.94,0.884
SZ20221108379DNA-8,gdna,Cancer_B,6.81,45.4,94.59,98.09,54.98,5.95,45.16,95.16,98.4,55.37,87.32,182,97.89,96.88,0.91,0.868
SZ20221108380DNA-f,gdna,Cancer_B,7.79,51.94,94.3,97.94,55.46,6.67,51.62,95.01,98.35,56.02,85.61,147,97.94,96.93,0.92,0.869
SZ20221108381DNA-b,gdna,Cancer_B,7.37,49.15,93.8,97.69,55.39,6.35,48.7,94.57,98.16,55.85,86.15,144,97.78,96.92,0.92,0.859
SZ20221108382DNA-1,gdna,Cancer_B,4.07,27.12,94.96,98.23,55.15,3.44,26.99,95.6,98.57,55.8,84.51,107,97.7,96.97,0.95,0.858
SZ20221108383DNA-4,gdna,Cancer_B,4.64,30.92,94.41,98.03,54.92,3.98,30.75,95.06,98.38,55.41,85.81,108,97.95,97.01,0.9,0.862
SZ20221108384DNA-5,gdna,Cancer_B,3.96,26.43,94.19,97.8,54.92,3.42,26.12,95.03,98.33,55.26,86.2,125,97.97,96.92,0.93,0.866
SZ20221108385DNA-f,gdna,Cancer_B,4.52,30.14,94.37,97.96,55.48,3.9,29.96,95.02,98.33,56.04,86.2,244,97.8,96.75,0.9,0.86
SZ20221108387DNA-0,gdna,Cancer_B,6.5,43.35,93.87,97.79,55.22,5.6,43.11,94.83,98.32,55.74,86.05,106,97.86,97.03,0.92,0.865
SZ20221108399DNA-8,gdna,Cancer_B,6.41,42.71,94.07,97.84,55.39,5.61,42.41,94.58,98.15,55.79,87.64,122,97.82,96.84,0.89,0.864
SZ20221108388DNA-1,gdna,Cancer_B,5.19,34.6,94.67,98.11,55.24,4.45,34.39,95.33,98.47,55.76,85.72,129,97.96,97.15,0.92,0.87
SZ20221108389DNA-b,gdna,Cancer_B,7.42,49.45,94.12,97.88,55.45,6.31,49.12,94.87,98.31,55.99,85.14,107,97.97,96.87,0.91,0.861
SZ20221108390DNA-2,gdna,Cancer_B,5.2,34.69,94.5,98.03,54.77,4.4,34.49,95.21,98.42,55.21,84.58,110,97.81,97.12,0.93,0.86
SZ20221108391DNA-4,gdna,Cancer_B,6.5,43.31,94.0,97.78,55.43,5.61,42.99,94.8,98.25,55.91,86.27,113,97.85,96.81,0.91,0.859
SZ20221108392DNA-6,gdna,Cancer_B,6.19,41.28,93.47,97.6,55.51,5.62,40.92,94.02,97.95,55.79,90.82,236,97.82,96.86,0.86,0.858
SZ20221108393DNA-1,gdna,Cancer_B,5.03,33.53,94.51,98.03,55.5,4.51,33.32,95.11,98.38,55.92,89.71,149,97.84,97.0,0.89,0.871
SZ20221108394DNA-2,gdna,Cancer_B,6.01,40.04,95.01,98.25,54.94,5.0,39.84,95.85,98.7,55.51,83.22,102,97.95,97.03,0.94,0.877
SZ20221108395DNA-6,gdna,Cancer_B,7.22,48.13,94.45,98.01,55.29,6.22,47.82,95.11,98.39,55.79,86.19,138,97.9,96.88,0.93,0.865
SZ20221108397DNA-1,gdna,Cancer_B,6.48,43.23,93.6,97.62,55.03,5.69,42.82,94.31,98.05,55.35,87.68,111,97.88,97.02,0.84,0.844
SZ20221108398DNA-a,gdna,Cancer_B,6.55,43.66,94.15,97.9,55.28,5.72,43.37,94.76,98.26,55.69,87.27,118,97.74,97.02,0.91,0.86
SZ20221108427DNA-2,gdna,Cancer_B,5.65,37.68,94.51,98.06,55.77,4.85,37.48,95.07,98.37,56.44,85.87,99,97.95,97.06,0.91,0.845
SZ20221108428DNA-5,gdna,Cancer_B,5.58,37.18,94.55,98.08,54.77,4.73,37.0,95.33,98.49,55.31,84.73,147,98.02,96.85,0.93,0.845
SZ20221108430DNA-0,gdna,Cancer_B,5.47,36.47,94.86,98.2,55.3,4.67,36.28,95.53,98.57,55.88,85.42,118,97.9,97.05,0.92,0.853
SZ202211081016DNA-6,gdna,Cancer_B,8.42,56.15,93.42,97.63,55.77,7.49,55.88,94.01,97.99,56.15,88.97,243,97.31,96.43,0.83,0.833
SZ202211081006DNA-e,gdna,Cancer_B,7.95,53.0,93.57,97.7,56.09,6.96,52.74,94.17,98.05,56.65,87.52,141,97.34,96.58,0.86,0.838
SZ202211081007DNA-9,gdna,Cancer_B,9.65,64.37,93.35,97.62,55.18,8.66,64.07,93.89,97.94,55.51,89.67,143,97.41,96.67,0.84,0.84
SZ202211081008DNA-1,gdna,Cancer_B,6.25,41.68,93.23,97.57,55.95,5.7,41.46,93.67,97.85,56.23,91.2,158,97.2,96.59,0.79,0.821
SZ202211081009DNA-f,gdna,Cancer_B,7.54,50.24,93.61,97.71,56.05,6.61,50.0,94.25,98.08,56.56,87.67,106,97.34,96.38,0.87,0.837
SZ202211081010DNA-7,gdna,Cancer_B,6.21,41.43,93.88,97.85,55.59,5.4,41.27,94.64,98.27,56.11,86.81,141,97.55,96.76,0.89,0.844
SZ202211081011DNA-3,gdna,Cancer_B,8.92,59.48,93.61,97.72,56.26,7.8,59.19,94.2,98.08,56.81,87.42,158,97.38,96.56,0.85,0.841
SZ202211081012DNA-a,gdna,Cancer_B,9.13,60.86,93.43,97.6,55.16,7.71,60.6,94.36,98.13,55.63,84.47,103,97.49,96.79,0.91,0.847
SZ202211081013DNA-3,gdna,Cancer_B,5.69,37.92,93.41,97.65,56.36,5.09,37.73,93.92,97.96,56.79,89.53,116,97.41,96.57,0.83,0.824
SZ202211081014DNA-6,gdna,Cancer_B,6.31,42.05,93.64,97.74,55.85,5.69,41.85,94.04,98.0,56.18,90.14,118,97.29,96.66,0.74,0.811
SZ202211081015DNA-f,gdna,Cancer_B,4.36,29.09,92.4,97.19,55.47,4.0,28.92,92.81,97.47,55.55,91.68,243,96.59,96.78,0.77,0.789
SZ202211081017DNA-8,gdna,Cancer_B,5.74,38.3,93.49,97.63,55.75,5.07,38.09,94.06,97.98,56.15,88.21,118,97.31,96.45,0.84,0.833
SZ202211081004DNA-3,gdna,Cancer_B,4.53,30.23,93.55,97.68,55.22,3.93,30.09,94.25,98.08,55.63,86.74,158,97.14,96.81,0.87,0.826
SZ202211081018DNA-1,gdna,Cancer_B,6.56,43.75,93.63,97.67,55.81,5.54,43.53,94.59,98.21,56.46,84.5,158,97.44,96.7,0.94,0.823
SZ202211081019DNA-1,gdna,Cancer_B,8.48,56.53,93.59,97.72,55.76,7.27,56.28,94.42,98.18,56.35,85.71,108,97.47,96.54,0.88,0.853
SZ202211081020DNA-1,gdna,Cancer_B,5.79,38.57,93.71,97.75,56.1,5.0,38.37,94.44,98.18,56.66,86.49,102,97.37,96.43,0.88,0.839
SZ202211081021DNA-3,gdna,Cancer_B,7.94,52.9,93.24,97.56,55.77,7.02,52.65,93.81,97.9,56.2,88.46,152,97.48,96.7,0.89,0.845
SZ202211081022DNA-2,gdna,Cancer_B,7.19,47.93,92.92,97.32,55.78,6.28,47.5,93.78,97.86,56.19,87.39,105,97.35,96.55,0.85,0.823
SZ202211081023DNA-c,gdna,Cancer_B,7.46,49.74,93.16,97.48,56.45,6.57,49.49,94.02,97.99,56.96,88.04,110,97.45,96.47,0.84,0.841
SZ202211081024DNA-a,gdna,Cancer_B,6.23,41.53,93.61,97.73,55.06,5.53,41.35,94.15,98.05,55.46,88.72,159,97.56,96.63,0.85,0.845
SZ202211081025DNA-c,gdna,Cancer_B,5.84,38.94,93.64,97.69,55.83,4.87,38.77,94.62,98.24,56.48,83.34,116,97.43,96.8,0.93,0.851
SZ202211081026DNA-9,gdna,Cancer_B,9.17,61.13,93.71,97.77,55.55,7.9,60.86,94.38,98.15,56.1,86.12,111,97.62,96.65,0.91,0.849
SZ202211081027DNA-8,gdna,Cancer_B,5.69,37.91,93.46,97.66,56.43,5.05,37.73,94.04,98.01,56.9,88.81,158,97.27,96.8,0.86,0.821
SZ202211081005DNA-4,gdna,Cancer_B,11.07,73.8,93.28,97.47,55.23,9.59,73.23,94.05,97.92,55.67,86.61,144,97.57,96.76,0.9,0.848
SZ202211081003DNA-e,gdna,Cancer_B,6.97,46.45,93.3,97.51,55.82,6.03,46.2,94.26,98.07,56.32,86.56,138,97.37,96.54,0.89,0.852
SZ20221108431DNA-8,gdna,Cancer_B,7.05,46.99,93.88,97.74,54.99,6.05,46.66,94.6,98.16,55.38,85.88,113,97.72,97.17,0.85,0.844
SZ20221108444DNA-4,gdna,Cancer_B,4.82,32.14,94.67,98.11,54.22,4.2,31.96,95.3,98.46,54.55,87.08,126,97.77,96.97,0.92,0.859
SZ20221108432DNA-e,gdna,Cancer_B,4.91,32.74,94.4,97.99,55.19,4.19,32.57,95.01,98.34,55.73,85.28,138,97.94,97.16,0.92,0.87
SZ20221108433DNA-1,gdna,Cancer_B,5.92,39.49,94.35,97.97,55.29,5.09,39.24,95.06,98.37,55.79,85.93,141,97.88,97.05,0.91,0.869
SZ20221108434DNA-b,gdna,Cancer_B,5.87,39.13,93.91,97.78,55.85,5.26,38.82,94.48,98.15,56.21,89.57,158,97.83,96.88,0.84,0.848
SZ20221108435DNA-f,gdna,Cancer_B,5.25,34.98,94.24,97.92,55.57,4.64,34.78,94.8,98.25,55.98,88.35,158,97.75,96.97,0.85,0.817
SZ20221108436DNA-1,gdna,Cancer_B,4.21,28.05,95.13,98.3,54.95,3.58,27.91,95.88,98.69,55.44,84.99,125,97.93,97.0,0.95,0.859
SZ20221108437DNA-7,gdna,Cancer_B,6.77,45.13,94.26,97.91,54.45,5.8,44.75,95.02,98.36,54.8,85.73,144,97.65,97.07,0.91,0.874
SZ20221108438DNA-a,gdna,Cancer_B,8.35,55.67,94.28,97.97,54.88,7.07,55.36,95.0,98.36,55.38,84.71,96,97.87,96.95,0.9,0.877
SZ20221108440DNA-6,gdna,Cancer_B,7.51,50.09,94.59,98.07,54.47,6.39,49.77,95.31,98.47,54.9,85.0,123,97.92,96.89,0.91,0.876
SZ20221108442DNA-f,gdna,Cancer_B,5.93,39.52,93.7,97.39,55.27,4.94,38.69,95.08,98.38,55.53,83.35,112,98.02,97.06,0.9,0.88
SZ20221108443DNA-0,gdna,Cancer_B,10.01,66.72,94.51,97.99,54.73,7.99,66.37,95.71,98.64,55.39,79.85,112,98.02,96.29,0.96,0.885
SZ20221108445DNA-d,gdna,Cancer_B,5.66,37.75,94.78,98.24,55.67,4.87,37.6,95.38,98.56,56.26,86.08,117,97.87,97.02,0.92,0.878
SZ202211081002DNA-0,gdna,Cancer_B,5.15,34.35,93.16,97.51,56.08,4.54,34.17,93.77,97.88,56.55,88.19,158,97.22,96.58,0.82,0.829
SZ20221108446DNA-6,gdna,Cancer_B,5.77,38.46,94.63,98.08,55.47,5.04,38.22,95.24,98.43,55.91,87.42,142,97.82,96.95,0.89,0.854
SZ20221108449DNA-e,gdna,Cancer_B,6.91,46.1,94.15,97.93,54.9,5.81,45.89,94.92,98.33,55.51,84.05,144,97.97,97.15,0.95,0.89
SZ20221108450DNA-7,gdna,Cancer_B,6.61,44.07,94.45,98.1,55.89,5.95,43.91,95.05,98.44,56.28,90.05,144,97.92,97.16,0.92,0.874
SZ20221108451DNA-e,gdna,Cancer_B,5.84,38.91,94.87,98.23,56.43,5.07,38.74,95.47,98.56,57.07,86.81,115,97.88,96.6,0.93,0.869
SZ20221108452DNA-3,gdna,Cancer_B,5.03,33.51,94.54,98.06,55.37,4.28,33.34,95.32,98.48,55.81,85.07,98,97.66,96.93,0.9,0.848
SZ20221108453DNA-2,gdna,Cancer_B,3.75,25.01,95.32,98.4,55.16,3.16,24.89,95.94,98.73,55.7,84.2,115,97.85,97.17,0.93,0.868
SZ20221108454DNA-5,gdna,Cancer_B,3.37,22.47,95.36,98.43,55.22,2.82,22.38,96.26,98.88,55.75,83.78,119,97.74,97.14,0.92,0.872
SZ20221108455DNA-7,gdna,Cancer_B,5.7,38.02,95.4,98.5,54.08,4.72,37.89,96.11,98.85,54.54,82.72,111,97.77,97.25,0.96,0.888
SZ202211081000DNA-9,gdna,Cancer_B,3.98,26.53,93.63,97.74,55.63,3.44,26.41,94.2,98.07,56.18,86.35,116,97.24,96.83,0.9,0.836
SZ202211081001DNA-3,gdna,Cancer_B,5.12,34.15,93.3,97.56,55.9,4.49,33.98,93.97,97.96,56.37,87.73,238,97.24,96.52,0.87,0.842
SZ20221108375DNA-b,gdna,Cancer_B,7.97,53.11,94.36,97.99,54.95,6.7,52.82,95.06,98.37,55.52,84.07,110,97.89,96.92,0.94,0.877
SZ20221108373DNA-9,gdna,Cancer_B,7.52,50.15,94.7,98.04,54.85,6.09,49.86,95.72,98.6,55.49,80.95,110,97.48,97.31,0.97,0.86
